0,556.407837,1,2,1,24.3847733,7.70654964,155.985641,2.30275846,2,2,1,2,1,1,1,14.4471474,1.8547864,979.636658,1,2,1,1,2,1,0,195.078186,1.356681,877.698,2,1,2,1,2,7.066009,192.56601,31.14586,0.7305819,1.36465013,1.23504555,0.113177352,0,2,1,221.641891,3.38000178,194.549469,0.000256303,1,1,1,1
0,556.054565,1,2,1,24.3847733,7.708152,155.985641,2.30544972,2,2,1,2,1,1,1,14.4471474,1.8547864,979.636658,1,2,1,1,2,1,0,195.078186,1.356681,877.813354,2,1,2,1,2,7.064407,192.56601,31.04973,0.7305819,1.36465013,1.23555791,0.113177352,0,2,1,221.641891,3.347964,194.549469,0.000256303,1,1,1,1
0,555.9368,1,2,1,24.3847733,7.713279,155.985641,2.30929422,2,2,1,2,1,1,1,14.4471474,1.85248041,979.636658,1,2,1,1,2,1,0,195.078186,1.35642481,877.8518,2,1,2,1,2,7.063125,192.56601,31.04973,0.7305819,1.36465013,1.24042523,0.113177352,0,2,1,221.641891,3.347964,194.549469,0.000256303,1,1,1,1
0,555.348,1,2,1,24.3847733,7.71744442,155.985641,2.31121659,2,2,1,2,1,1,1,14.4471474,1.85248041,979.636658,1,2,1,1,2,1,0,195.078186,1.35616875,878.0825,2,1,2,1,2,7.060882,192.56601,31.04973,0.7305819,1.36465013,1.24554884,0.113177352,0,2,1,221.641891,3.50815368,194.549469,0.000256303,1,1,1,1
0,555.6228,1,2,1,24.3847733,7.720008,156.19072,2.314164,2,2,1,2,1,1,1,14.4471474,1.8518399,979.636658,1,2,1,1,2,1,0,195.078186,1.35744929,878.2748,2,1,2,1,2,7.05895948,192.56601,31.04973,0.7305819,1.36465013,1.22889721,0.113177352,0,2,1,221.641891,3.50815368,194.549469,0.000256303,1,1,1,1
0,555.505,1,2,1,24.3847733,7.72128963,156.19072,2.31813669,2,2,1,2,1,1,1,14.4471474,1.85119939,979.636658,1,2,1,1,2,1,0,195.078186,1.35757732,878.0825,2,1,2,1,2,7.05671644,192.56601,31.04973,0.7305819,1.36926436,1.21698475,0.113177352,0,2,1,221.641891,3.50815368,194.549469,0.000256303,1,1,1,1
0,554.6807,1,2,1,24.3847733,7.72641659,156.19072,2.321725,2,2,1,2,1,1,1,14.3831234,1.84966207,979.7969,1,2,1,1,2,1,0,195.078186,1.35757732,878.1594,2,1,2,1,2,7.0544734,192.56601,31.04973,0.7305819,1.37169957,1.20724988,0.113177352,0,2,1,221.641891,3.50815368,194.549469,0.000256303,1,1,1,1
0,553.9742,1,2,1,24.3847733,7.72705746,156.19072,2.32313466,2,2,1,2,1,1,1,14.3831234,1.84966207,980.0372,1,2,1,1,2,1,0,195.078186,1.35616875,878.044067,2,1,2,1,2,7.0544734,192.56601,31.04973,0.7305819,1.370546,1.20532858,0.113177352,0,2,1,221.641891,3.50815368,194.549469,0.000256303,1,1,1,1
0,553.738647,1,2,1,24.3847733,7.72705746,156.011276,2.325185,2,2,1,2,1,1,1,14.3799219,1.84966207,980.2375,1,2,1,1,2,1,0,195.078186,1.35514438,878.3517,2,1,2,1,2,7.05895948,192.56601,31.04973,0.7305819,1.3688798,1.2136544,0.113177352,0,2,1,221.641891,3.41203976,194.389252,0.000256303,1,1,1,1
0,553.149841,1,2,1,24.3847733,7.7293005,156.011276,2.32569766,2,2,1,2,1,1,1,14.3799219,1.85171175,980.2375,1,2,1,1,2,1,0,195.078186,1.35514438,878.1594,2,1,2,1,2,7.062164,192.56601,31.04973,0.7305819,1.3688798,1.21570385,0.113177352,0,2,1,221.641891,3.41203976,194.389252,0.000256303,1,1,1,1
